creator_id,tier,niche,followers,likes,comments,shares,saves,reach,impressions,engagement_rate,comment_ratio,share_ratio,save_ratio,audience_quality,posting_consistency,posts_per_week,growth_rate,authenticity_score,growth_score,fake_account
722,Mid,Fashion,891352,26486,2443,1549,2329,2071428,3854620,5.56,0.0922,0.0585,0.0879,97.83,62.1,1,4.36,100.0,21.8,0
723,Mid,Lifestyle,372951,26423,2066,2092,2617,893424,1323202,5.06,0.0782,0.0792,0.099,78.16,49.73,14,2.69,100.0,13.45,0
724,Mid,Tech,184358,7727,641,177,899,152902,298661,6.18,0.083,0.0229,0.1163,71.68,54.38,14,5.62,84.19,28.08,0
725,Mid,Travel,471551,12924,1151,815,1485,918695,2225558,4.68,0.089,0.0631,0.1149,53.08,52.52,4,2.91,89.98,14.53,0
726,Nano,Finance,7344,269,13,14,30,14205,30793,4.44,0.0466,0.0521,0.1127,81.69,74.14,14,5.21,79.8,26.06,0
727,Nano,Education,7447,316,30,11,21,13342,29112,4.29,0.0959,0.0336,0.0651,63.26,90.11,14,6.28,89.66,31.41,0
728,Nano,Travel,6468,346,16,16,31,9527,16898,4.0,0.0474,0.0459,0.0901,85.52,79.67,1,6.29,80.25,31.43,0
729,Micro,Travel,31881,1720,128,75,98,60053,137226,10.57,0.0746,0.0436,0.0569,63.56,57.8,13,7.94,82.15,39.68,0
730,Micro,Finance,66586,4318,199,169,504,88328,145781,5.55,0.046,0.039,0.1166,75.1,75.3,6,4.68,72.25,23.41,0
731,Micro,Fitness,22270,1586,14,6,10,27720,55329,8.12,0.0091,0.0035,0.0062,23.14,67.62,7,6.81,17.14,34.06,1
732,Nano,Lifestyle,4613,544,18,19,54,3803,5292,12.6,0.0331,0.0347,0.0989,83.22,54.75,14,6.95,68.56,34.75,0
733,Macro,Lifestyle,2819941,73219,6833,3552,3672,6304434,9647335,3.58,0.0933,0.0485,0.0502,80.76,42.84,9,4.38,100.0,21.89,0
734,Micro,Tech,50449,3071,123,192,111,45136,84023,4.19,0.04,0.0625,0.0361,55.8,41.39,8,5.92,66.63,29.6,0
735,Macro,Fitness,11121576,811404,25094,49551,25737,21935875,44448835,5.36,0.0309,0.0611,0.0317,56.53,78.4,11,5.07,62.05,25.33,0
736,Micro,Gaming,26007,945,8,4,18,62504,86779,4.11,0.0088,0.0043,0.0191,26.14,39.93,5,4.4,18.77,21.99,1
737,Micro,Fitness,16820,496,4,5,4,12900,21531,4.7,0.008,0.0097,0.0071,26.16,52.68,4,3.26,20.01,16.29,1
738,Nano,Fitness,9110,675,41,51,48,18582,33579,5.71,0.0603,0.0751,0.0705,96.09,95.98,4,10.04,100.0,50.19,0
739,Mid,Fitness,796001,27958,2009,1291,3307,1067641,2133215,4.32,0.0719,0.0462,0.1183,50.93,83.48,10,7.51,75.25,37.55,0
740,Mid,Finance,154486,9591,848,223,1019,283191,519746,6.71,0.0884,0.0232,0.1063,72.43,92.99,9,10.03,87.39,50.16,0
741,Micro,Lifestyle,99043,3847,365,164,378,163861,346618,4.82,0.0948,0.0425,0.0982,53.64,45.93,10,4.38,86.98,21.88,0
742,Micro,Tech,31159,1287,50,100,112,71555,125514,3.16,0.0391,0.0778,0.0871,68.5,66.94,4,2.88,77.15,14.4,0
743,Mid,Fashion,586106,27901,1647,588,3001,594137,1193292,3.41,0.059,0.0211,0.1076,72.2,69.05,7,1.64,71.93,8.19,0
744,Micro,Gaming,20431,1212,60,92,111,23954,48831,6.65,0.0496,0.0759,0.0915,57.13,73.4,6,7.86,76.11,39.28,0
745,Mid,Music,630547,26628,1385,1857,2245,883032,1699778,3.44,0.052,0.0697,0.0843,85.15,50.96,11,6.94,89.5,34.68,0
746,Micro,Tech,79082,5330,364,282,185,112097,173970,5.24,0.0682,0.0528,0.0348,97.02,57.62,5,6.89,98.47,34.47,0
747,Nano,Tech,8530,838,5,6,1,20268,33845,9.94,0.0055,0.0066,0.0011,24.21,25.46,13,6.56,16.85,32.82,1
748,Nano,Fitness,1284,256,14,10,13,2231,5473,16.44,0.0558,0.0402,0.0527,85.44,70.43,1,13.32,82.65,66.6,0
749,Macro,Gaming,10505349,680808,55861,27467,48121,9281928,12019877,6.19,0.0821,0.0403,0.0707,61.22,61.17,12,2.86,83.74,14.3,0
750,Micro,Lifestyle,64610,3485,23,21,60,140783,191320,4.57,0.0065,0.0061,0.0174,17.21,56.21,5,1.9,13.66,9.49,1
751,Micro,Travel,28066,827,76,57,64,56232,94258,4.28,0.0922,0.0685,0.0768,55.55,60.62,12,4.42,94.41,22.12,0
752,Micro,Travel,37569,4151,28,29,37,29311,65065,9.09,0.0068,0.007,0.0089,14.36,32.54,8,5.67,12.65,28.35,1
753,Micro,Education,57924,2562,203,91,290,54023,87182,6.79,0.079,0.0355,0.113,90.59,85.53,11,7.28,95.46,36.4,0
754,Mid,Finance,629604,59011,3267,1950,6703,788642,1354832,7.22,0.0554,0.033,0.1136,91.92,91.33,7,10.18,83.55,50.92,0
755,Micro,Education,37326,1262,68,57,143,87319,186022,3.43,0.054,0.0451,0.1136,55.78,44.28,11,5.03,68.42,25.15,0
756,Mid,Education,301657,5309,22,25,7,653578,1089482,2.93,0.0042,0.0046,0.0013,27.4,56.36,14,4.89,17.17,24.44,1
757,Micro,Tech,30943,1589,90,83,175,72556,107420,3.91,0.0566,0.0523,0.1103,52.72,50.11,12,6.1,70.38,30.5,0
758,Mid,Fitness,639442,15072,38,31,181,866900,1130794,2.57,0.0026,0.002,0.012,39.93,69.61,2,1.49,21.85,7.43,1
759,Nano,Fashion,3056,396,3,1,5,6387,15369,15.62,0.0069,0.0035,0.0118,28.55,22.94,9,7.7,18.77,38.52,1
760,Macro,Lifestyle,15266480,1430341,80481,80014,153138,13914354,29170522,6.26,0.0563,0.0559,0.1071,57.42,78.16,11,6.46,73.63,32.32,0
761,Nano,Gaming,8264,1255,81,68,102,11891,17245,11.13,0.0645,0.0543,0.0812,62.64,58.68,11,6.69,79.89,33.45,0
762,Nano,Finance,1468,166,9,8,10,3630,8198,14.26,0.0526,0.0463,0.0577,81.17,78.66,1,11.51,80.75,57.55,0
763,Nano,Food,7193,330,19,17,34,15900,37883,6.4,0.058,0.0505,0.1029,76.67,91.48,9,6.41,82.45,32.03,0
764,Mid,Food,522058,30465,2011,2069,3558,507565,621131,4.01,0.066,0.0679,0.1168,83.11,82.4,10,6.62,94.93,33.09,0
765,Nano,Food,4956,893,81,64,73,7304,14856,15.44,0.091,0.0722,0.0821,78.08,82.89,13,11.68,100.0,58.39,0
766,Micro,Lifestyle,21066,901,69,66,74,34745,48938,5.5,0.0767,0.0738,0.082,99.86,86.81,8,9.17,100.0,45.86,0
767,Nano,Food,9261,1166,63,77,95,8023,14115,17.44,0.054,0.0664,0.0813,71.7,73.51,11,13.45,82.77,67.24,0
768,Mid,Education,952132,27169,216,252,302,837987,1646892,2.19,0.0079,0.0093,0.0111,16.59,22.11,1,1.57,15.05,7.87,1
769,Mid,Education,703532,14986,1106,327,1758,1663485,4018731,2.47,0.0738,0.0218,0.1173,71.73,65.59,13,5.68,79.33,28.4,0
770,Nano,Travel,4239,522,37,41,44,8962,19219,12.57,0.0709,0.0793,0.0842,81.32,89.68,5,12.48,99.92,62.38,0
771,Micro,Fitness,34723,4059,243,236,435,54970,81448,8.97,0.0599,0.0581,0.1071,81.22,89.54,13,7.16,87.97,35.8,0
772,Mid,Tech,952128,25016,863,1695,1293,1455755,2656472,2.78,0.0345,0.0677,0.0517,82.23,75.98,11,5.74,78.69,28.71,0
773,Micro,Lifestyle,34089,5096,413,171,200,49312,114086,10.0,0.0811,0.0337,0.0392,54.8,64.12,11,8.52,78.06,42.61,0
774,Mid,Lifestyle,309944,9611,788,663,882,462440,782952,3.05,0.082,0.0689,0.0917,66.18,91.4,5,5.23,94.79,26.16,0
775,Mid,Lifestyle,334537,21191,2007,1474,1273,398234,762181,4.66,0.0947,0.0696,0.0601,54.54,47.74,5,5.64,95.51,28.19,0
776,Nano,Finance,4746,817,8,7,6,4998,9560,12.18,0.0097,0.0086,0.0069,37.14,67.7,8,6.7,26.01,33.48,1
777,Micro,Fitness,33659,1530,136,70,101,25277,53180,5.21,0.0889,0.0459,0.0661,62.3,80.75,5,5.34,89.37,26.68,0
778,Nano,Fashion,8962,294,10,18,31,17690,30562,6.33,0.0324,0.0611,0.1054,98.39,83.44,7,7.33,83.71,36.66,0
779,Nano,Travel,2343,214,14,16,15,5308,9468,7.17,0.067,0.0757,0.0686,82.72,44.8,3,5.89,97.57,29.47,0
780,Mid,Food,164512,8530,74,83,80,133058,289248,4.81,0.0087,0.0098,0.0094,16.98,23.54,11,4.07,15.77,20.37,1
781,Micro,Education,14721,618,55,33,30,26826,44667,5.68,0.0896,0.0534,0.0486,77.19,92.61,11,9.95,99.42,49.74,0
782,Nano,Finance,7627,1059,8,8,11,16470,29123,12.07,0.0078,0.0077,0.0107,16.4,33.89,10,5.8,14.43,29.02,1
783,Nano,Fashion,6909,932,54,50,81,16930,21819,11.49,0.0581,0.0537,0.0873,56.27,51.38,6,9.29,73.29,46.47,0
784,Nano,Education,1753,89,8,2,3,2617,4000,7.26,0.0865,0.0232,0.0363,79.31,73.23,13,7.11,89.89,35.54,0
785,Nano,Lifestyle,3821,538,4,4,5,4477,11072,10.26,0.0077,0.0069,0.0087,34.66,29.33,8,8.72,23.25,43.62,1
786,Nano,Fashion,5669,756,7,2,6,11651,20412,11.04,0.0091,0.0031,0.0076,48.17,58.66,14,6.63,29.55,33.14,1
787,Mid,Fashion,606741,22526,2235,1356,1615,1094623,1701362,4.83,0.0992,0.0602,0.0717,98.7,59.65,10,7.35,100.0,36.76,0
788,Mid,Lifestyle,204570,11919,95,34,115,200732,490747,6.12,0.008,0.0029,0.0096,34.62,25.04,8,3.76,22.16,18.82,1
789,Nano,Education,6279,534,17,13,35,6136,10368,10.7,0.031,0.0247,0.0653,56.9,80.4,1,9.09,51.33,45.43,0
790,Nano,Travel,7276,779,60,47,26,13024,23836,7.19,0.0765,0.0609,0.0334,68.25,92.77,8,9.57,90.64,47.83,0
791,Micro,Finance,34660,4115,360,97,459,36049,55280,10.42,0.0875,0.0235,0.1116,71.87,89.39,6,6.47,86.72,32.34,0
792,Micro,Fashion,99023,7209,601,174,224,229417,448680,11.55,0.0834,0.0241,0.0311,83.98,58.93,3,10.1,90.91,50.5,0
793,Nano,Finance,3054,109,8,6,7,3067,5541,7.05,0.0775,0.053,0.0598,93.1,69.5,1,9.94,100.0,49.72,0
794,Micro,Fitness,40011,1090,2,1,14,72599,137100,3.31,0.0016,0.0013,0.0125,24.22,31.48,2,2.88,13.3,14.4,1
795,Macro,Music,6455945,267294,8189,17791,23670,6990010,11793379,3.71,0.0306,0.0666,0.0886,94.0,70.64,14,7.05,82.28,35.26,0
796,Nano,Music,7659,806,4,1,6,13780,18672,8.25,0.0043,0.0014,0.0079,26.44,58.17,6,7.79,15.8,38.97,1
797,Nano,Tech,2416,436,42,26,22,4860,9911,16.16,0.0961,0.0588,0.0494,53.9,93.08,12,12.35,92.66,61.77,0
798,Mid,Finance,998232,29066,286,213,303,1473048,3595230,4.1,0.0098,0.0073,0.0104,26.17,51.24,5,2.8,20.2,14.0,1
799,Mid,Travel,743887,23702,177,155,330,991003,1593575,4.74,0.0075,0.0065,0.0139,20.96,45.26,5,3.44,16.18,17.19,1
800,Nano,Gaming,3121,146,12,10,6,7308,10619,6.69,0.0853,0.067,0.0401,98.47,48.42,7,7.05,100.0,35.23,0
801,Nano,Fitness,5270,1084,44,65,64,6926,14270,15.9,0.0405,0.0596,0.0591,55.28,51.3,11,9.85,65.77,49.24,0
802,Nano,Music,9548,846,5,4,9,20265,36891,6.09,0.0055,0.0045,0.0102,46.34,31.29,10,3.93,27.27,19.65,1
803,Mid,Tech,835848,26537,1319,1870,916,1181802,1986615,3.71,0.0497,0.0705,0.0345,80.43,49.16,1,6.81,86.21,34.03,0
804,Nano,Travel,3025,309,24,16,36,2771,5983,7.42,0.0777,0.0525,0.1165,72.59,40.95,9,8.59,90.9,42.96,0
805,Mid,Education,144220,7118,418,257,853,119570,150255,4.8,0.0588,0.0361,0.1199,76.78,53.83,5,4.73,78.62,23.66,0
806,Nano,Gaming,2149,532,36,33,61,4079,6301,20.77,0.0683,0.0621,0.1142,50.07,91.19,6,13.09,77.78,65.44,0
807,Mid,Food,220484,10664,740,375,1236,346168,564669,3.49,0.0694,0.0351,0.1159,82.3,99.16,2,5.22,86.37,26.12,0
808,Nano,Music,3256,345,31,23,11,7067,11241,13.09,0.0914,0.0669,0.0314,75.39,99.9,4,9.15,100.0,45.74,0
809,Nano,Gaming,1608,262,2,1,3,2135,3469,14.27,0.008,0.0049,0.0123,48.8,66.33,12,11.51,29.88,57.54,1
810,Micro,Music,33324,2252,81,157,240,36508,46884,8.75,0.0362,0.0698,0.1068,67.47,52.76,3,8.31,72.77,41.55,0
811,Nano,Music,4649,183,13,14,10,8498,19271,6.63,0.0735,0.075,0.0569,66.17,70.97,12,5.31,92.32,26.55,0
812,Nano,Travel,3372,202,1,1,1,4163,6946,10.31,0.0046,0.0044,0.0061,18.99,43.41,11,7.68,13.12,38.39,1
813,Micro,Fashion,33412,1780,104,37,148,24150,29017,4.64,0.0583,0.021,0.0833,80.2,43.27,14,4.79,75.53,23.95,0
814,Micro,Tech,82009,2725,97,124,314,89547,137343,5.64,0.0355,0.0456,0.1151,83.09,83.27,5,6.47,72.97,32.34,0
815,Mid,Tech,896184,42474,2174,2468,3496,1893786,2995946,3.18,0.0512,0.0581,0.0823,70.89,71.52,3,4.47,78.46,22.33,0
816,Micro,Tech,22674,1651,10,9,11,36431,51378,6.28,0.0059,0.0055,0.0069,21.41,65.03,11,6.3,15.3,31.49,1
817,Nano,Lifestyle,2178,356,16,13,17,4524,11004,12.37,0.0452,0.0358,0.0488,90.1,94.9,11,10.41,78.37,52.03,0
818,Nano,Lifestyle,7590,1066,80,51,87,10573,14427,10.79,0.0755,0.0481,0.0818,63.76,68.42,9,5.9,84.03,29.51,0
819,Micro,Tech,39328,1474,5,14,20,33313,45839,4.93,0.0035,0.0092,0.0133,45.62,33.5,7,4.92,27.32,24.58,1
820,Micro,Lifestyle,49095,1329,67,52,107,58976,78105,4.67,0.0501,0.0393,0.0807,52.0,68.74,5,6.46,62.84,32.3,0
821,Nano,Education,5318,849,84,35,57,5308,7778,12.63,0.0994,0.0407,0.067,87.32,64.24,8,8.53,100.0,42.66,0
822,Nano,Gaming,2184,521,25,29,47,4104,7303,18.45,0.0486,0.0562,0.0902,86.8,40.47,4,11.4,84.58,57.02,0
823,Nano,Education,1944,63,3,4,4,4032,8745,5.88,0.0536,0.0652,0.0565,53.59,45.66,10,4.67,73.15,23.36,0
824,Micro,Fitness,69790,3694,23,28,40,151107,323189,5.71,0.0063,0.0076,0.0108,35.58,28.65,9,3.72,23.24,18.6,1
825,Nano,Lifestyle,3860,324,14,22,31,6012,7604,15.38,0.0441,0.0675,0.0968,86.65,46.52,12,8.76,85.65,43.8,0
826,Nano,Travel,1414,55,4,1,6,3299,6952,7.01,0.0692,0.0251,0.1113,53.62,84.63,3,6.25,68.94,31.27,0
827,Micro,Lifestyle,82369,2715,131,131,138,144933,347858,4.9,0.0481,0.0481,0.051,60.89,59.63,11,7.86,68.92,39.31,0
828,Nano,Education,3925,251,22,17,24,8352,17308,4.88,0.0881,0.0681,0.0954,66.08,41.17,14,5.72,97.5,28.6,0
829,Mid,Tech,644481,26867,1986,2045,1529,867791,1851010,3.99,0.0739,0.0761,0.0569,70.99,76.8,11,7.79,95.3,38.93,0
830,Nano,Lifestyle,9689,1048,2,3,12,20717,25837,7.74,0.0022,0.0033,0.0113,40.49,44.07,14,6.25,22.34,31.26,1
831,Micro,Travel,23105,924,7,3,8,31762,48198,5.76,0.0077,0.0035,0.0083,16.5,50.03,1,4.52,13.17,22.61,1
832,Nano,Education,9117,1313,3,6,14,22724,32546,12.95,0.0019,0.0046,0.0106,14.35,43.65,14,6.42,9.5,32.1,1
833,Macro,Food,1200073,14810,599,1001,1245,1056931,2569190,1.51,0.0404,0.0676,0.084,64.57,91.27,3,3.49,72.77,17.44,0
834,Nano,Gaming,9258,969,9,8,11,22425,31395,7.52,0.0097,0.0081,0.0113,28.34,46.15,2,2.49,21.46,12.47,1
835,Micro,Food,25389,1246,8,6,6,33047,80893,3.77,0.0066,0.0052,0.0051,31.1,36.71,5,2.83,20.42,14.17,1
836,Mid,Fashion,347943,15167,535,1175,1049,633905,1309772,5.0,0.0353,0.0775,0.0692,83.26,82.76,2,7.54,82.52,37.68,0
837,Nano,Music,4587,241,20,7,9,7848,13616,9.05,0.0826,0.0285,0.039,98.14,44.31,12,7.82,98.89,39.08,0
838,Nano,Finance,7833,450,4,4,6,13582,30656,10.65,0.0086,0.0088,0.0123,10.44,64.31,8,6.81,12.17,34.05,1
839,Mid,Music,156152,7088,46,11,75,354091,523169,5.11,0.0065,0.0015,0.0106,14.66,62.48,14,4.12,11.04,20.59,1
840,Micro,Tech,23869,2189,150,53,122,32464,65195,7.1,0.0687,0.0244,0.0557,66.25,73.9,12,7.45,74.82,37.24,0
841,Nano,Music,2404,246,16,8,27,2052,3648,12.64,0.067,0.033,0.1096,50.92,85.34,6,8.61,68.82,43.05,0
842,Micro,Education,96150,9316,312,287,822,90906,178739,6.56,0.0335,0.0308,0.0883,78.49,72.02,3,6.06,65.24,30.28,0
843,Macro,Fitness,3465254,82386,3399,4775,2861,4254912,10201178,1.95,0.0413,0.058,0.0347,93.41,47.75,3,3.65,84.72,18.26,0
844,Mid,Tech,152494,11536,98,23,213,363369,509410,7.25,0.0085,0.002,0.0185,14.73,35.53,10,4.45,12.21,22.23,1
845,Mid,Music,106732,2323,17,23,45,105631,151647,4.27,0.0072,0.0098,0.0193,10.69,67.38,5,3.63,11.89,18.16,1
846,Nano,Travel,7125,1787,138,95,54,5501,8037,17.26,0.0773,0.0529,0.0303,98.86,74.93,2,13.81,100.0,69.04,0
847,Nano,Food,1128,106,8,7,7,2091,5102,9.97,0.0744,0.0697,0.0685,52.12,80.44,8,8.53,84.16,42.67,0
848,Nano,Education,4245,191,0,2,1,9058,14263,5.82,0.0013,0.0084,0.0062,33.17,22.11,4,3.43,19.75,17.17,1
849,Micro,Gaming,16376,874,59,64,101,14427,22411,6.94,0.0671,0.073,0.115,54.38,62.89,2,7.67,82.61,38.37,0
850,Nano,Finance,2670,190,0,1,2,3188,4874,8.31,0.0019,0.0078,0.0123,45.31,34.85,4,4.08,25.95,20.42,1
851,Nano,Education,8099,562,34,39,56,11136,21551,8.14,0.06,0.0695,0.099,60.73,98.64,1,9.21,81.2,46.05,0
852,Macro,Lifestyle,8577676,46528,3163,3607,2259,16114849,20246950,0.65,0.068,0.0775,0.0485,71.82,74.91,2,4.34,93.16,21.7,0
853,Mid,Food,526542,22484,1267,1224,730,618054,1312348,3.17,0.0564,0.0544,0.0324,93.34,63.65,4,4.82,91.18,24.08,0
854,Nano,Music,8649,1249,75,31,49,13375,25269,18.05,0.0604,0.025,0.0392,83.64,95.47,6,12.26,79.5,61.28,0
855,Mid,Travel,660451,18798,1085,589,1514,1285934,2432674,5.16,0.0577,0.0313,0.0805,77.17,45.94,11,6.54,76.83,32.71,0
856,Mid,Finance,475735,6957,263,217,524,1060150,1596941,2.68,0.0378,0.0312,0.0754,64.87,68.23,3,6.22,60.71,31.1,0
857,Nano,Music,2454,147,14,4,14,3292,6440,7.32,0.0976,0.0292,0.0968,69.85,89.29,4,9.61,92.5,48.05,0
858,Micro,Food,15171,940,2,5,5,16057,38903,5.48,0.0017,0.0054,0.005,13.42,30.83,1,3.84,9.18,19.22,1
859,Micro,Lifestyle,38756,3549,12,13,61,69208,96157,8.56,0.0033,0.0038,0.0172,10.24,39.4,14,6.49,7.89,32.47,1
860,Micro,Fitness,90821,9356,850,690,985,71242,173264,11.06,0.0909,0.0738,0.1052,75.38,58.93,4,9.87,100.0,49.35,0
861,Nano,Education,9301,498,34,39,34,17257,42455,7.79,0.068,0.0792,0.0689,64.39,54.9,8,8.37,89.96,41.87,0
862,Mid,Travel,795089,40509,3929,2947,2690,973765,1465251,4.82,0.097,0.0727,0.0664,53.23,77.27,2,5.45,96.93,27.26,0
863,Mid,Lifestyle,443810,26149,1358,1417,2310,852289,2000589,4.4,0.0519,0.0542,0.0884,82.62,94.69,6,8.07,83.53,40.37,0
864,Mid,Fashion,176970,4423,165,141,324,406617,787336,2.5,0.0372,0.0319,0.0732,72.98,51.19,9,7.96,64.66,39.81,0
865,Nano,Lifestyle,2112,219,21,7,13,3417,7934,12.53,0.0973,0.031,0.058,52.53,69.6,13,7.08,84.19,35.38,0
866,Nano,Finance,6479,569,54,41,22,6069,12618,9.27,0.0954,0.0713,0.0392,59.88,61.84,5,6.13,99.01,30.66,0
867,Macro,Lifestyle,3013279,46180,1916,3268,4762,4693694,10835621,1.37,0.0415,0.0708,0.1031,67.81,62.34,4,4.87,75.88,24.37,0
868,Mid,Food,211118,6311,48,31,60,265057,527348,4.52,0.0076,0.0049,0.0095,35.38,58.2,10,6.78,22.95,33.91,1
869,Micro,Food,15364,1490,125,63,143,22112,34574,9.23,0.0839,0.0423,0.0957,77.69,96.28,12,8.18,93.48,40.9,0
870,Nano,Food,5193,832,6,2,2,10424,19434,12.44,0.0073,0.0029,0.0024,24.18,67.57,5,4.4,16.59,22.01,1
871,Mid,Fashion,288338,11264,90,38,82,257841,622840,4.62,0.008,0.0034,0.0072,37.6,63.49,13,4.02,23.79,20.09,1
872,Nano,Gaming,2836,238,13,5,23,5180,11724,11.88,0.0564,0.0205,0.0983,88.45,63.64,10,6.87,78.57,34.36,0
873,Mid,Food,622283,43192,2885,1621,3608,466393,598900,6.65,0.0668,0.0375,0.0835,80.93,43.94,14,4.71,85.13,23.53,0
874,Nano,Music,6848,515,31,37,48,4893,9795,6.35,0.06,0.0719,0.0925,73.56,41.61,14,4.02,88.36,20.08,0
875,Micro,Finance,17645,654,40,41,42,41817,55316,4.84,0.0612,0.0627,0.0638,71.88,91.37,5,7.14,85.35,35.68,0
876,Nano,Tech,4944,466,24,15,50,5190,7319,7.94,0.0524,0.0319,0.1069,77.71,80.01,7,8.55,74.65,42.73,0
877,Nano,Music,1097,88,8,5,9,2409,3774,12.78,0.09,0.0535,0.1075,63.49,64.68,12,7.39,92.8,36.97,0
878,Macro,Fashion,8556484,279683,2518,831,3885,14961808,28709062,5.91,0.009,0.003,0.0139,22.17,43.45,3,4.01,16.48,20.03,1
879,Mid,Fitness,854561,17233,1239,985,569,1208757,2368452,3.14,0.0719,0.0571,0.033,86.42,93.81,14,8.43,96.29,42.13,0
880,Micro,Food,15830,639,61,33,50,33327,53626,7.62,0.0953,0.0516,0.0784,97.66,91.03,3,11.88,100.0,59.41,0
881,Macro,Education,9499557,313660,1458,2870,1265,7138639,17001066,3.84,0.0046,0.0092,0.004,26.93,58.7,3,5.27,18.53,26.37,1
882,Mid,Travel,561480,12924,567,625,960,411667,573181,3.35,0.0439,0.0483,0.0742,62.17,43.13,5,4.28,67.53,21.42,0
883,Micro,Education,69682,4374,9,21,6,52987,96851,5.03,0.002,0.0048,0.0013,23.04,26.68,11,3.92,13.96,19.58,1
884,Mid,Lifestyle,737574,30020,947,2286,3340,1237576,2413898,3.84,0.0315,0.0762,0.1112,52.42,92.34,10,7.51,64.83,37.57,0
885,Nano,Travel,2162,299,22,15,27,3263,4940,11.35,0.075,0.0512,0.0914,77.87,78.64,10,10.25,91.79,51.27,0
886,Micro,Lifestyle,21255,1108,87,53,121,31858,50029,4.7,0.0781,0.0483,0.1089,53.53,86.37,13,3.67,80.32,18.36,0
887,Micro,Food,54084,1508,10,2,27,84765,178575,4.44,0.0066,0.0015,0.0178,47.04,59.91,2,5.05,27.27,25.24,1
888,Mid,Education,762038,13726,108,35,178,650929,1582362,3.34,0.0079,0.0025,0.013,21.64,59.72,1,5.61,15.51,28.05,1
889,Nano,Tech,2316,183,9,13,22,3682,8902,6.27,0.0486,0.0734,0.1181,93.26,65.81,11,7.89,92.97,39.46,0
890,Nano,Education,3106,92,8,4,4,5029,8759,4.6,0.0903,0.0439,0.0452,95.29,93.94,5,6.77,100.0,33.85,0
891,Mid,Music,941341,73204,3149,5459,7650,936216,2183743,6.35,0.043,0.0746,0.1045,65.91,97.39,2,7.82,76.83,39.1,0
892,Micro,Tech,30742,1474,114,97,86,29591,72239,4.45,0.0773,0.0658,0.0586,93.03,47.84,12,8.19,100.0,40.96,0
893,Mid,Fitness,570415,34130,1231,1896,3355,595109,1153720,6.04,0.0361,0.0555,0.0983,52.79,98.66,4,6.52,61.09,32.61,0
894,Nano,Fitness,6482,963,46,36,96,9527,21579,20.76,0.0479,0.0378,0.0992,84.86,52.44,9,13.13,77.72,65.66,0
895,Nano,Fitness,5992,1379,124,107,114,13995,31503,16.72,0.0896,0.0779,0.0823,62.64,77.73,3,11.04,99.51,55.22,0
896,Nano,Education,4749,247,2,1,1,11452,26285,6.41,0.0084,0.0021,0.0045,28.58,41.21,4,3.97,19.1,19.85,1
897,Nano,Fashion,5124,324,20,14,14,9929,24730,11.82,0.0628,0.0439,0.0423,62.08,69.43,1,7.2,75.62,36.02,0
898,Nano,Music,9607,473,38,33,20,9067,20573,9.38,0.0809,0.0699,0.0413,98.98,98.82,7,9.42,100.0,47.12,0
899,Mid,Fashion,363498,24312,1599,1674,2377,852303,1945613,6.63,0.0658,0.0689,0.0978,58.01,52.64,11,7.35,82.54,36.73,0
900,Mid,Travel,248537,12608,556,938,678,299676,520488,6.96,0.0441,0.0744,0.0538,75.89,79.27,3,9.25,82.31,46.27,0
901,Micro,Education,66987,2175,169,143,230,82121,197938,4.61,0.0778,0.0659,0.1056,95.95,80.2,2,5.02,100.0,25.1,0
902,Nano,Fashion,9924,1477,116,34,139,17347,25284,14.64,0.0784,0.0229,0.0939,85.1,67.06,4,9.23,88.62,46.15,0
903,Nano,Fashion,5005,391,1,2,2,3854,4805,10.46,0.0023,0.006,0.0045,27.87,28.66,12,4.14,16.89,20.7,1
904,Micro,Education,95094,5832,289,149,286,107429,257069,9.42,0.0495,0.0256,0.049,88.17,65.76,7,9.29,76.53,46.46,0
905,Micro,Finance,93910,3862,316,155,242,151354,252649,2.9,0.0819,0.0401,0.0627,55.85,82.91,4,6.47,80.92,32.34,0
906,Macro,Fashion,5396850,344333,29365,10921,28914,7004638,8489392,4.57,0.0853,0.0317,0.084,60.21,72.71,10,7.2,82.26,36.0,0
907,Nano,Gaming,1724,148,10,3,7,2037,2637,7.39,0.0703,0.0219,0.0481,84.13,90.5,3,9.41,83.75,47.03,0
908,Micro,Travel,20249,502,16,39,48,43331,107253,4.32,0.0315,0.0771,0.0952,63.45,75.91,13,5.69,70.58,28.44,0
909,Mid,Music,914720,54782,2216,3789,3004,1217734,1804420,4.09,0.0404,0.0692,0.0548,60.44,96.66,12,11.48,71.19,57.38,0
910,Nano,Lifestyle,9002,906,76,34,61,14792,20344,9.36,0.0838,0.0373,0.0668,90.74,93.29,9,6.94,98.46,34.69,0
911,Micro,Finance,11461,235,18,10,21,20167,30060,3.94,0.0757,0.0431,0.0905,53.89,51.5,5,2.7,77.74,13.48,0
912,Micro,Travel,21063,3147,160,97,221,24009,45286,10.7,0.051,0.0309,0.0701,94.57,66.97,5,12.78,82.05,63.91,0
913,Nano,Education,3177,191,13,6,19,7783,11513,7.27,0.0694,0.0312,0.1021,81.62,75.58,10,8.89,84.88,44.45,0
914,Micro,Fashion,65696,4698,35,28,92,127448,301228,5.99,0.0075,0.0061,0.0195,25.65,41.01,14,2.98,18.38,14.92,1
915,Nano,Lifestyle,3305,292,11,20,25,3425,6524,6.72,0.0377,0.0698,0.0842,64.84,73.77,1,6.76,72.22,33.78,0
